IATA,ICAO,Name,Country,City
GBK,GFGK,Gbangbatok Airport,Sierra Leone,Gbangbatok
GBL,YGBI,South Goulburn Island Airport,Australia,"Goulburn Islands, Northern Territory"
GBM,,Garbaharey Airport,Somalia,Garbaharey
GBP,YGAM,Gamboola Airport,Australia,"Gamboola, Queensland"
GBR,KGBR,Walter J. Koladza Airport,United States,"Great Barrington, Massachusetts"
GBT,OING,Gorgan Airport,Iran,Gorgan
GBU,HSKG,Khashm el Girba Airport,Sudan,Khashm el Girba
GBV,YGIB,Gibb River Airport,Australia,"Gibb River, Western Australia"
GBW,YGIA,Ginbata Airport,Australia,"Ginbata, Western Australia"
GBZ,NZGB,Great Barrier Aerodrome,New Zealand,Great Barrier Island
GCA,,Guacamayas Airport,Colombia,Guacamayas
GCC,KGCC,Gillette–Campbell County Airport,United States,"Gillette, Wyoming"
GCD,,Grand Coulee Dam Airport,United States,"Electric City, Washington"
GCH,OIAH,Gachsaran Airport,Iran,Gachsaran
GCI,EGJB,Guernsey Airport,United Kingdom,"Guernsey, Channel Islands"
GCJ,FAGC,Grand Central Airport,South Africa,Johannesburg
GCK,KGCK,Garden City Regional Airport,United States,"Garden City, Kansas"
GCM,MWCR,Owen Roberts International Airport,British Overseas Territory of Cayman Islands,Grand Cayman
GCN,KGCN,Grand Canyon National Park Airport,United States,"Tusayan, Arizona"
GCT,,Grand Canyon Bar 10 Airport,United States,"Whitmore, Arizona"
GCW,,Grand Canyon West Airport,United States,"Peach Springs, Arizona"
GCY,KGCY,Greeneville–Greene County Municipal Airport,United States,"Greeneville, Tennessee"
GDA,,Gounda Airport,Central African Republic,Gounda
GDC,KGYH,Donaldson Center Airport ,United States,"Greenville, South Carolina"
GDD,YGDN,Gordon Downs Airport,Australia,"Gordon Downs, Western Australia"
GDE,HAGO,Gode Airport,Ethiopia,Gode
GDG,UHBI,Magdagachi Airport,Russia,"Magdagachi, Amur Oblast"
GDH,,Golden Horn Lodge Seaplane Base ,United States,"Golden Horn Lodge, Alaska"
GDI,,Gordil Airport,Central African Republic,Gordil
GDJ,FZWC,Gandajika Airport,Democratic Republic of the Congo,Gandajika
GDL,MMGL,Guadalajara International Airport (Miguel Hidalgo y Costilla Int'l),Mexico,"Guadalajara, Jalisco"
GDM,KGDM,Gardner Municipal Airport,United States,"Gardner, Massachusetts"
GDN,EPGD,Gdańsk Lech Wałęsa Airport,Poland,Gdańsk
GDO,SVGD,Guasdualito Airport (Vare Maria Airport),Venezuela,Guasdualito
GDP,SNGD,Guadalupe Airport,Brazil,"Guadalupe, Piauí"
GDQ,HAGN,Gondar Airport (Atse Tewodros Airport),Ethiopia,Gondar
GDT,MBGT,JAGS McCartney International Airport (Grand Turk Int'l),British Overseas Territory of Turks and Caicos Islands,Grand Turk Island
GDV,KGDV,Dawson Community Airport,United States,"Glendive, Montana"
GDW,KGDW,Gladwin Zettel Memorial Airport,United States,"Gladwin, Michigan"
GDX,UHMM,Sokol Airport,Russia,"Magadan, Magadan Oblast"
GDZ,URKG,Gelendzhik Airport,Russia,"Gelendzhik, Krasnodar Krai"
GEA,NWWM,Nouméa Magenta Airport,New Caledonia,Nouméa
GEB,WAMJ,Gebe Airport,Indonesia,Gebe
GEC,,Geçitkale Air Base,Northern Cyprus,Geçitkale
GED,KGED,Delaware Coastal Airport,United States,"Georgetown, Delaware"
GEE,YGTO,George Town Aerodrome,Australia,"George Town, Tasmania"
GEF,AGEV,Geva Airport,Solomon Islands,"Liangai, Vella Lavella"
GEG,KGEG,Spokane International Airport,United States,"Spokane, Washington"
GEL,SBNM,Sepé Tiaraju Airport,Brazil,"Santo Ângelo, Rio Grande do Sul"
GEM,FGMY,President Obiang Nguema International Airport,Equatorial Guinea,Mengomeyén
GEO,SYCJ,Cheddi Jagan International Airport,Guyana,Georgetown
GER,MUNG,Rafael Cabrera Mustelier Airport,Cuba,Nueva Gerona
GES,RPMR,General Santos International Airport (Tambler Airport),Philippines,General Santos
GET,YGEL,Geraldton Airport,Australia,"Geraldton, Western Australia"
GEV,ESNG,Gällivare Airport,Sweden,Gällivare
GEW,AYGC,Gewoia Airport,Papua New Guinea,Gewoia
GEX,YGLG,Geelong Airport,Australia,"Geelong, Victoria"
GEY,KGEY,South Big Horn County Airport,United States,"Greybull, Wyoming"
GFD,KGFD,Pope Field,United States,"Greenfield, Indiana"
GFE,,Grenfell Airport,Australia,"Grenfell, New South Wales"
GFF,YGTH,Griffith Airport,Australia,"Griffith, New South Wales"
GFK,KGFK,Grand Forks International Airport,United States,"Grand Forks, North Dakota"
GFL,KGFL,Floyd Bennett Memorial Airport,United States,"Glens Falls, New York"
GFN,YGFN,Clarence Valley Regional Airport,Australia,"Grafton, New South Wales"
GFO,SYBT,Bartica Airport,Guyana,Bartica
GFR,LFRF,Granville–Mont-Saint-Michel Aerodrome ,France,"Granville, Lower Normandy"
GFY,FYGF,Grootfontein Air Base,Namibia,Grootfontein
GGB,SWHP,Água Boa Airport,Brazil,"Água Boa, Mato Grosso"
GGC,,Lumbala N'guimbo Airport,Angola,Lumbala N'guimbo
GGD,YGDS,Gregory Downs Airport,Australia,"Gregory Downs, Queensland"
GGE,KGGE,Georgetown County Airport,United States,"Georgetown, South Carolina"
GGF,SNYA,Almeirim Airport,Brazil,"Almeirim, Pará"
GGG,KGGG,East Texas Regional Airport,United States,"Longview, Texas"
GGH,SSCT,Gastão Mesquita Airport,Brazil,"Cianorte, Paraná"
GGJ,SSGY,Guaíra Airport,Brazil,"Guaíra, Paraná"
GGL,,Gilgal Airport,Colombia,Gilgal
GGM,HKKG,Kakamega Airport,Kenya,Kakamega
GGN,DIGA,Gagnoa Airport,Ivory Coast,Gagnoa
GGO,DIGL,Guiglo Airport,Ivory Coast,Guiglo
GGR,,Garowe International Airport,Somalia,Garowe
GGS,SAWR,Gobernador Gregores Airport,Argentina,"Gobernador Gregores, Santa Cruz"
GGT,MYEF,Exuma International Airport,Bahamas,"Moss Town, Great Exuma Island"
GGW,KGGW,Glasgow Airport (Wokal Field),United States,"Glasgow, Montana"
GHA,DAUG,Noumérat – Moufdi Zakaria Airport,Algeria,Ghardaïa
GHB,MYEM,Governor's Harbour Airport,Bahamas,"Governor's Harbour, Eleuthera Island"
GHC,MYBG,Great Harbour Cay Airport,Bahamas,"Great Harbour Cay, Berry Islands"
GHE,,Garachiné Airport,Panama,Garachiné
GHF,ETEU,Giebelstadt Airport,Germany,"Giebelstadt, Bavaria"
GHK,,Gahcho Kue Aerodrome,Canada,"Kennedy Lake, Northwest Territories"
GHM,KGHM,Centerville Municipal Airport,United States,"Centerville, Tennessee"
GHN,ZUGH,Guanghan Airport,China,"Guanghan, Sichuan"
GHS,WALE,West Kutai Melalan Airport,Indonesia,"Melak, East Kalimantan"
GHT,HLGT,Ghat Airport,Libya,Ghat
GHU,SAAG,Gualeguaychú Airport,Argentina,"Gualeguaychú, Entre Ríos"
GIB,LXGB,Gibraltar International Airport (North Front Airport),British Overseas Territory of Gibraltar,
GIC,YBOI,Boigu Island Airport,Australia,"Boigu Island, Queensland"
GID,HBBE,Gitega Airport,Burundi,Gitega
GIF,KGIF,Winter Haven's Gilbert Airport,United States,"Winter Haven, Florida"
GIG,SBGL,Rio de Janeiro–Galeão International Airport,Brazil,Rio de Janeiro
GII,GUSI,Siguiri Airport,Guinea,Siguiri
GIL,OPGT,Gilgit Airport,Pakistan,Gilgit
GIM,,Miele Mimbale Airport,Gabon,Miele Mimbale
GIR,SKGI,Santiago Vila Airport,Colombia,Girardot
GIS,NZGS,Gisborne Airport,New Zealand,Gisborne
GIT,,Geita Airport,Tanzania,Geita
GIU,VCCS,Sigiriya Airport,Sri Lanka,Dambulla
GIY,FAGI,Giyani Airport,South Africa,Giyani
GIZ,OEGN,Jizan Regional Airport (King Abdullah bin Abdulaziz Airport),Saudi Arabia,Jizan
GJA,MHNJ,Guanaja Airport,Honduras,Guanaja
GJL,DAAV,Jijel Ferhat Abbas Airport,Algeria,Jijel
GJM,SBGM,Guajará-Mirim Airport,Brazil,"Guajará-Mirim, Rondônia"
GJR,BIGJ,Gjögur Airport,Iceland,Gjögur
GJT,KGJT,Grand Junction Regional Airport (Walker Field),United States,"Grand Junction, Colorado"
GKA,AYGA,Goroka Airport,Papua New Guinea,Goroka
GKD,LTFK,Gökçeada Airport,Turkey,Gökçeada
GKE,ETNG,NATO Air Base Geilenkirchen,Germany,"Geilenkirchen,  North Rhine-Westphalia"
GKH,VNGK,Palungtar Airport,Nepal,Gorkha
GKK,VRMO,Kooddoo Airport,Maldives,"Kooddoo, Gaafu Alif Atoll"
GKL,YGKL,Great Keppel Island Airport,Australia,"Great Keppel Island, Queensland"
GKN,PAGK,Gulkana Airport,United States,"Gulkana, Alaska"
GKO,,Kongo Boumba Airport,Gabon,Kongo Boumba
GKT,KGKT,Gatlinburg–Pigeon Forge Airport,United States,"Sevierville, Tennessee"
GLA,EGPF,Glasgow Airport,United Kingdom,"Glasgow, Scotland"
GLB,,San Carlos Apache Airport,United States,"Globe, Arizona"
GLC,,Geladi Airport,Ethiopia,Geladi
GLD,KGLD,Goodland Municipal Airport (Renner Field),United States,"Goodland, Kansas"
GLE,KGLE,Gainesville Municipal Airport,United States,"Gainesville, Texas"
GLF,MRGF,Golfito Airport,Costa Rica,Golfito
GLG,YGLE,Glengyle Airport,Australia,"Glengyle, Queensland"
GLH,KGLH,Mid-Delta Regional Airport,United States,"Greenville, Mississippi"
GLI,YGLI,Glen Innes Airport,Australia,"Glen Innes, New South Wales"
GLK,HCMR,Abdullahi Yusuf International Airport,Somalia,Galkayo
GLL,ENKL,"Gol Airport, Klanten",Norway,Gol
GLM,YGLO,Glenormiston Airport,Australia,"Glenormiston, Queensland"
GLN,,Guelmim Airport,Morocco,Guelmim
GLO,EGBJ,Gloucestershire Airport,United Kingdom,"Gloucester / Cheltenham, England"
GLP,AYUP,Gulgubip Airport,Papua New Guinea,Gulgubip
GLR,KGLR,Gaylord Regional Airport,United States,"Gaylord, Michigan"
GLS,KGLS,Scholes International Airport at Galveston,United States,"Galveston, Texas"
GLT,YGLA,Gladstone Airport,Australia,"Gladstone, Queensland"
GLU,VQGP,Gelephu Airport,Bhutan,Gelephu
GLV,PAGL,Golovin Airport,United States,"Golovin, Alaska"
GLW,KGLW,Glasgow Municipal Airport,United States,"Glasgow, Kentucky"
GLX,WAMA,Gamar Malamo Airport,Indonesia,Galela
GLY,,Goldsworthy Airport,Australia,"Goldsworthy, Western Australia"
GLZ,EHGR,Gilze-Rijen Air Base,Netherlands,Breda
GMA,FZFK,Gemena Airport,Democratic Republic of the Congo,Gemena
GMB,HAGM,Gambela Airport,Ethiopia,Gambela
GMC,,Guerima Airport,Colombia,Guerima
GMD,GMMB,Ben Slimane Airport,Morocco,Ben Slimane
GME,UMGG,Gomel Airport,Belarus,Gomel
GMI,AYGT,Gasmata Airport,Papua New Guinea,Gasmata
GMM,FCOG,Gamboma Airport,Republic of the Congo,Gamboma
GMN,NZGM,Greymouth Airport,New Zealand,Greymouth
GMO,DNGO,Gombe Lawanti International Airport,Nigeria,Gombe
GMP,RKSS,Gimpo International Airport,South Korea,Seoul
GMQ,ZLGL,Golog Maqin Airport,China,"Golog, Qinghai"
GMR,NTGJ,Totegegie Airport (Gambier Island Airport),French Polynesia,"Mangareva, Gambier Islands"
GMS,SNGM,Guimarães Airport,Brazil,"Guimarães, Maranhão"
GMT,PAGZ,Granite Mountain Air Station ,United States,"Granite Mountain, Alaska"
GMU,KGMU,Greenville Downtown Airport,United States,"Greenville, South Carolina"
GMV,,Monument Valley Airport ,United States,"Monument Valley, Utah"
GMZ,GCGM,La Gomera Airport,Spain,La Gomera / Canary Islands
GNA,UMMG,Grodno Airport,Belarus,Grodno
GNB,LFLS,Grenoble–Isère Airport,France,"Grenoble, Rhône-Alpes"
GND,TGPY,Maurice Bishop International Airport,Grenada,St. George's
GNF,,Gansner Field,United States,"Quincy, California"
GNG,KGNG,Gooding Municipal Airport,United States,"Gooding, Idaho"
GNI,RCGI,Lyudao Airport (Green Island Airport),Taiwan,Lyudao (Green Island)
GNM,SNGI,Guanambi Airport,Brazil,"Guanambi, Bahia"
GNN,HAGH,Ginir Airport,Ethiopia,Ginir
GNR,SAHR,Dr. Arturo Umberto Illia Airport,Argentina,"General Roca, Río Negro"
GNS,WIMB,Binaka Airport,Indonesia,Gunungsitoli
GNT,KGNT,Grants-Milan Municipal Airport,United States,"Grants, New Mexico"
GNU,,Goodnews Airport,United States,"Goodnews Bay, Alaska"
GNV,KGNV,Gainesville Regional Airport,United States,"Gainesville, Florida"
GNY,LTCS,Şanlıurfa GAP Airport,Turkey,Şanlıurfa
GNZ,FBGZ,Ghanzi Airport,Botswana,Ghanzi
GOA,LIMJ,Genoa Cristoforo Colombo Airport,Italy,"Genoa, Liguria"
GOB,HAGB,Robe Airport,Ethiopia,Goba
GOC,AYGX,Gora Airport,Papua New Guinea,Gora
GOE,,Gonaili Airstrip,Papua New Guinea,Gonaili
GOG,FYGB,Gobabis Airport,Namibia,Gobabis
GOH,BGGH,Nuuk Airport,Greenland,Nuuk
GOI,VOGO,Goa International Airport (Dabolim Airport),India,"Dabolim, Goa"
GOJ,UWGG,Nizhny Novgorod International Airport (Strigino Airport),Russia,"Nizhny Novgorod, Nizhny Novgorod Oblast"
GOK,KGOK,Guthrie–Edmond Regional Airport,United States,"Guthrie, Oklahoma"
GOL,,Gold Beach Municipal Airport ,United States,"Gold Beach, Oregon"
GOM,FZNA,Goma International Airport,Democratic Republic of the Congo,Goma
GON,KGON,Groton–New London Airport,United States,"Groton / New London, Connecticut"
GOO,YGDI,Goondiwindi Airport,Australia,"Goondiwindi, Queensland"
GOP,VEGK,Gorakhpur Airport,India,"Gorakhpur, Uttar Pradesh"
GOQ,ZLGM,Golmud Airport,China,"Golmud, Qinghai"
GOR,HAGR,Gore Airport,Ethiopia,Gore
GOS,,Gosford Airport,Australia,"Gosford, New South Wales"
GOT,ESGG,Göteborg Landvetter Airport,Sweden,Gothenburg
GOU,FKKR,Garoua International Airport,Cameroon,Garoua
GOV,YPGV,Gove Airport,Australia,"Nhulunbuy, Northern Territory"
GOZ,LBGO,Gorna Oryahovitsa Airport,Bulgaria,Gorna Oryahovitsa
GPA,LGRX,Araxos Airport,Greece,Patras
GPB,SBGU,Tancredo Thomas de Faria Airport,Brazil,"Guarapuava, Paraná"
GPD,YGON,Mount Gordon Airport,Australia,"Mount Gordon Mine, Queensland"
GPI,SKGP,Guapi Airport (Juan Casiano Airport),Colombia,Guapi
GPL,MRGP,Guápiles Airport,Costa Rica,Guápiles
GPN,YGPT,Garden Point Airport,Australia,"Pularumpi, Northern Territory"
GPO,SAZG,General Pico Airport,Argentina,"General Pico, La Pampa"
GPS,SEGS,Seymour Airport,Ecuador,"Baltra Island, Galápagos Islands"
GPT,KGPT,Gulfport–Biloxi International Airport,United States,"Gulfport / Biloxi, Mississippi"
GPZ,KGPZ,Grand Rapids–Itasca County Airport (Gordon Newstrom Field),United States,"Grand Rapids, Minnesota"
GQQ,KGQQ,Galion Municipal Airport,United States,"Galion, Ohio"
GRA,,Gamarra Airport,Colombia,Gamarra
GRB,KGRB,Austin Straubel International Airport,United States,"Green Bay, Wisconsin"
GRC,,Grand Cess Airport,Liberia,Grand Cess
GRD,KGRD,Greenwood County Airport,United States,"Greenwood, South Carolina"
GRE,KGRE,Greenville Airport,United States,"Greenville, Illinois"
GRF,KGRF,Gray Army Airfield,United States,"Tacoma, Washington"
GRG,OAGZ,Gardez Airport,Afghanistan,Gardez
GRH,,Garuahi Airport,Papua New Guinea,Garuahi
GRI,KGRI,Central Nebraska Regional Airport,United States,"Grand Island, Nebraska"
GRJ,FAGG,George Airport,South Africa,George
GRK,KGRK,Killeen–Fort Hood Regional Airport / Robert Gray Army Airfield,United States,"Fort Hood / Killeen, Texas"
GRL,AYGG,Garasa Airport,Papua New Guinea,Garasa
GRM,KCKC,Grand Marais/Cook County Airport ,United States,"Grand Marais, Minnesota"
GRN,KGRN,Gordon Municipal Airport,United States,"Gordon, Nebraska"
GRO,LEGE,Girona–Costa Brava Airport,Spain,"Girona, Catalonia"
GRP,SWGI,Gurupi Airport,Brazil,"Gurupi, Tocantins"
GRQ,EHGG,Groningen Airport Eelde,Netherlands,Groningen
GRR,KGRR,Gerald R. Ford International Airport,United States,"Grand Rapids, Michigan"
GRS,LIRS,Grosseto Airport,Italy,"Grosseto, Tuscany"
GRT,,Gujrat Airport,Pakistan,Gujrat
GRU,SBGR,São Paulo/Guarulhos–Governador André Franco Montoro International Airport,Brazil,São Paulo
GRV,URMG,Grozny Airport,Russia,"Grozny, Chechnya"
GRW,LPGR,Graciosa Airport,Portugal,"Graciosa, Azores"
GRX,LEGR,Federico García Lorca Airport (Granada Jaén Airport),Spain,"Granada, Andalusia"
GRY,BIGR,Grímsey Airport,Iceland,Grímsey
GRZ,LOWG,Graz Airport,Austria,Graz
GSA,WBKN,Long Pasia Airport,Malaysia,"Long Pasia, Sabah"
GSB,KGSB,Seymour Johnson Air Force Base,United States,"Goldsboro, North Carolina"
GSC,YGSC,Gascoyne Junction Airport,Australia,"Gascoyne Junction, Western Australia"
GSE,ESGP,Göteborg City Airport,Sweden,Gothenburg
GSH,KGSH,Goshen Municipal Airport,United States,"Goshen, Indiana"
GSI,SOGS,Grand-Santi Airport,French Guiana,Grand-Santi
GSJ,MGSJ,San José Airport,Guatemala,Puerto San José
GSL,,Taltheilei Narrows Airport,Canada,"Taltheilei Narrows, Northwest Territories"
GSM,OIKQ,Dayrestan Airport (Qeshm International Airport),Iran,Qeshm
GSN,YMGN,Mount Gunson Airport,Australia,"Mount Gunson, South Australia"
GSO,KGSO,Piedmont Triad International Airport,United States,"Greensboro, North Carolina"
GSP,KGSP,Greenville–Spartanburg International Airport,United States,"Greenville / Spartanburg, South Carolina"
GSQ,HEOW,Sharq Al-Owainat Airport,Egypt,Sharq Al-Owainat
GSR,HCMG,Qardho Airport,Somalia,Qardho
GSS,,Sabi Sabi Airport,South Africa,Sabie
GST,PAGS,Gustavus Airport,United States,"Gustavus, Alaska"
GSU,HSGF,Azaza Airport,Sudan,Gedaref
GSV,,Saratov Gagarin Airport,Russia,"Saratov, Saratov Oblast"
GTA,AGOK,Gatokae Aerodrome,Solomon Islands,Gatokae
GTE,YGTE,Groote Eylandt Airport,Australia,"Groote Eylandt, Northern Territory"
GTF,KGTF,Great Falls International Airport,United States,"Great Falls, Montana"
GTG,KGTG,Grantsburg Municipal Airport,United States,"Grantsburg, Wisconsin"
GTI,EDCG,Rügen Airport (Güttin Airfield),Germany,"Güttin, Mecklenburg-Vorpommern"
GTN,NZGT,Glentanner Aerodrome,New Zealand,Mount Cook
GTO,WAMG,Jalaluddin Airport,Indonesia,Gorontalo
GTP,,Grants Pass Airport,United States,"Grants Pass, Oregon"
GTR,KGTR,Golden Triangle Regional Airport,United States,"Columbus / West Point / Starkville, Mississippi"
GTS,YTGT,The Granites Airport,Australia,"The Granites, Northern Territory"
GTT,YGTN,Georgetown Airport,Australia,"Georgetown, Queensland"
GTW,LKHO,Holešov Airport,Czech Republic,Zlín
GTY,,Gettysburg Regional Airport ,United States,"Gettysburg, Pennsylvania"
GTZ,,Kirawira B Airstrip,Tanzania,Grumeti
GUA,MGGT,La Aurora International Airport,Guatemala,Guatemala City
GUB,MMGR,Guerrero Negro Airport,2 Mexico,"Guerrero Negro, Baja California Sur"
GUC,KGUC,Gunnison–Crested Butte Regional Airport,United States,"Gunnison, Colorado"
GUD,GAGM,Goundam Airport,Mali,Goundam
GUE,,Guriaso Airport,Papua New Guinea,Guriaso
GUF,KJKA,Jack Edwards Airport ,United States,"Gulf Shores, Alabama"
GUG,AYGF,Guari Airport,Papua New Guinea,Guari
GUH,YGDH,Gunnedah Airport,Australia,"Gunnedah, New South Wales"
GUI,SVGI,Güiria Airport,Venezuela,Güiria
GUJ,SBGW,Guaratinguetá Airport,Brazil,"Guaratinguetá, São Paulo"
GUL,YGLB,Goulburn Airport,Australia,"Goulburn, New South Wales"
GUM,PGUM,Antonio B. Won Pat International Airport (Guam Int'l),Guam,Hagåtña
GUP,KGUP,Gallup Municipal Airport,United States,"Gallup, New Mexico"
GUQ,SVGU,Guanare Airport,Venezuela,Guanare
GUR,AYGN,Gurney Airport,Papua New Guinea,Alotau
GUS,KGUS,Grissom Air Reserve Base,United States,"Peru, Indiana"
GUT,ETUO,RAF Gütersloh,Germany,"Gütersloh, North Rhine-Westphalia"
GUU,BIGF,Grundarfjörður Airport,Iceland,Grundarfjörður
GUV,AYML,Mougulu Airport,Papua New Guinea,Mougulu
GUW,UATG,Atyrau Airport,Kazakhstan,Atyrau
GUX,VAGN,Guna Airport,India,"Guna, Madhya Pradesh"
GUY,KGUY,Guymon Municipal Airport,United States,"Guymon, Oklahoma"
GUZ,SNGA,Guarapari Airport,Brazil,"Guarapari, Espírito Santo"
GVA,LSGG,Geneva Airport,Switzerland,Geneva
GVE,KGVE,Gordonsville Municipal Airport,United States,"Gordonsville, Virginia"
GVI,AYGV,Green River Airport,Papua New Guinea,Green River
GVL,KGVL,Lee Gilmer Memorial Airport,United States,"Gainesville, Georgia"
GVN,UHKM,Sovetskaya Gavan Airport,Russia,"Sovetskaya Gavan, Khabarovsk Krai"
GVP,YGNV,Greenvale Airport,Australia,"Greenvale, Queensland"
GVR,SBGV,Coronel Altino Machado de Oliveira Airport,Brazil,"Governador Valadares, Minas Gerais"
GVT,KGVT,Majors Airport,United States,"Greenville, Texas"
GVX,ESSK,Gävle-Sandviken Airport,Sweden,Gävle
GWA,VYGW,Gwa Airport,Myanmar,Gwa
GWD,OPGD,Gwadar International Airport,Pakistan,Gwadar
GWE,FVTL,Thornhill Air Base,Zimbabwe,Gweru
GWL,VIGR,Rajmata Vijaya Raje Scindia Airport (Gwalior Airport),India,"Gwalior, Madhya Pradesh"
GWN,,Gnarowein Airport,Papua New Guinea,Gnarowein
GWO,KGWO,Greenwood–Leflore Airport,United States,"Greenwood, Mississippi"
GWS,KGWS,Glenwood Springs Municipal Airport,United States,"Glenwood Springs, Colorado"
GWT,EDXW,Sylt Airport (Westerland Airport),Germany,"Sylt, Schleswig-Holstein"
GWV,,Glendale Fokker Field ,United States,"Glen Dale, West Virginia"
GWY,EICM,Galway Airport,Ireland,Galway
GXA,WAOM,Beringin Airport,Indonesia,"North Barito, Central Kalimantan"
GXF,OYSY,Sayun Airport,Yemen,Sayun
GXG,FNNG,Negage Airport,Angola,Negage
GXH,ZLXH,Gannan Xiahe Airport,China,"Xiahe, Gansu"
GXQ,SCCY,Teniente Vidal Airfield,Chile,Coyhaique
GXX,FKKJ,Yagoua Airport,Cameroon,Yagoua
GXY,KGXY,Greeley–Weld County Airport,United States,"Greeley, Colorado"
GYA,SLGY,Guayaramerín Airport,Bolivia,Guayaramerín
GYD,UBBB,Heydar Aliyev International Airport,Azerbaijan,Baku
GYE,SEGU,José Joaquín de Olmedo International Airport,Ecuador,Guayaquil
GYG,UEMM,Magan Airport,Russia,"Magan, Yakutia"
GYI,HRYG,Gisenyi Airport,Rwanda,Gisenyi
GYL,YARG,Argyle Airport,Australia,"Argyle, Western Australia"
GYM,MMGM,General José María Yáñez International Airport,Mexico,"Guaymas, Sonora"
GYN,SBGO,Santa Genoveva Airport,Brazil,"Goiânia, Goiás"
GYP,YGYM,Gympie Airport,Australia,"Gympie, Queensland"
GYR,KGYR,Phoenix Goodyear Airport,United States,"Goodyear, Arizona"
GYS,ZUGU,Guangyuan Panlong Airport,China,"Guangyuan, Sichuan"
GYU,ZLGY,Guyuan Liupanshan Airport,China,"Guyuan, Ningxia"
GZA,LVGZ,Yasser Arafat International Airport,Palestine,Gaza
GZG,ZUGZ,Garze Gesar Airport,China,"Garzê County, Sichuan"
GZI,OAGN,Ghazni Airport,Afghanistan,Ghazni
